"iata","name","city","country","latitude","longitude","source_type","scheduled_service","proposed_demand_index","proposed_airport_tax","review_note"
"PEE","Perm International Airport","Perm","Russia","57.914501","56.021198","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PKC","Yelizovo Airport","Petropavlovsk-Kamchatsky","Russia","53.168716","158.451068","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ROV","Platov International Airport","Rostov-on-Don","Russia","47.493888","39.924722","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"KUF","Kurumoch International Airport","Samara","Russia","53.504902","50.164299","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SKX","Saransk International Airport","Saransk","Russia","54.12513","45.212257","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"GSV","Gagarin International Airport","Saratov","Russia","51.712778","46.171111","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"AER","Sochi International Airport","Sochi","Russia","43.449902","39.9566","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LED","Pulkovo Airport","St. Petersburg","Russia","59.800301","30.262501","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SGC","Surgut International Airport","Surgut","Russia","61.340501","73.405782","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TOF","Tomsk Kamov Airport","Tomsk","Russia","56.380299","85.208298","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"IAR","Golden Ring Yaroslavl International Airport","Tunoshna","Russia","57.560699","40.157398","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TJM","Roshchino International Airport","Tyumen","Russia","57.178984","65.327696","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"UFA","Ufa International Airport","Ufa","Russia","54.557498931885","55.874401092529","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"UUD","Baikal International Airport","Ulan Ude","Russia","51.808614","107.439652","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"VOG","Volgograd International Airport","Volgograd","Russia","48.78134","44.339194","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"YKS","Platon Oyunsky Yakutsk International Airport","Yakutsk","Russia","62.0933","129.770996","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SVX","Koltsovo Airport","Yekaterinburg","Russia","56.743099212646","60.802700042725","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"UUS","Yuzhno-Sakhalinsk International Airport","Yuzhno-Sakhalinsk","Russia","46.885461","142.717466","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"KGL","Kigali International Airport","Kigali","Rwanda","-1.96863","30.1395","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ZSE","Saint-Pierre Pierrefonds Airport","Saint-Pierre","Réunion","-21.319362","55.422506","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"RUN","Roland Garros Airport","Sainte-Marie","Réunion","-20.890087","55.518894","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SKB","Robert L. Bradshaw International Airport","Basseterre","Saint Kitts and Nevis","17.310845","-62.719117","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"UVF","Hewanorra International Airport","Vieux Fort","Saint Lucia","13.7332","-60.952599","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SVD","Argyle International Airport","Kingstown","Saint Vincent and the Grenadines","13.159725","-61.148801","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"APW","Faleolo International Airport","Apia","Samoa","-13.83","-172.007996","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"AHB","Abha International Airport","Abha","Saudi Arabia","18.2404","42.656601","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"DMM","King Fahd International Airport","Ad Dammam","Saudi Arabia","26.4691","49.798209","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"AJF","Al-Jawf International Airport","Al-Jawf","Saudi Arabia","29.783301","40.100905","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ULH","Al-Ula International Airport","Al-Ula","Saudi Arabia","26.483634","38.117048","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"HAS","Hail International Airport","Hail","Saudi Arabia","27.437901","41.686298","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"RSI","Red Sea International Airport","Hanak","Saudi Arabia","25.627975","37.088914","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"HOF","Al-Ahsa International Airport","Hofuf","Saudi Arabia","25.285299","49.485199","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MED","Prince Mohammad Bin Abdulaziz Airport","Medina","Saudi Arabia","24.5534","39.705101","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"AQI","Qaisumah–Hafar Al-Batin International Airport","Qaisumah","Saudi Arabia","28.335726","46.127108","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ELQ","Prince Naif bin Abdulaziz International Airport","Qassim","Saudi Arabia","26.302799","43.774399","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"NUM","Neom Bay Airport","Sharma","Saudi Arabia","27.924261","35.29358","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TUU","Prince Sultan bin Abdulaziz International Airport","Tabuk","Saudi Arabia","28.3711","36.624865","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TIF","Taif International Airport","Taif","Saudi Arabia","21.484739","40.544074","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"YNB","Prince Abdulmohsen Bin Abdulaziz International Airport","Yanbu","Saudi Arabia","24.144199","38.0634","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"DSS","Blaise Diagne International Airport","Dakar","Senegal","14.670878","-17.072829","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"DKR","Léopold Sédar Senghor International Airport","Dakar","Senegal","14.742337","-17.479222","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BEG","Belgrade Nikola Tesla Airport","Belgrade","Serbia","44.818401","20.309099","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"INI","Niš Constantine the Great Airport","Niš","Serbia","43.336538","21.856242","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SEZ","Seychelles International Airport","Victoria","Seychelles","-4.67434","55.521801","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"FNA","Lungi International Airport","Freetown (Lungi-Town)","Sierra Leone","8.61644","-13.1955","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SXM","Princess Juliana International Airport","Sint Maarten","Sint Maarten","18.041","-63.108898","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BTS","M. R. Štefánik Airport","Bratislava","Slovakia","48.1702","17.2127","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LJU","Ljubljana Jože Pučnik Airport","Zgornji Brnik","Slovenia","46.223701","14.4576","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"HIR","Honiara International Airport","Honiara","Solomon Islands","-9.428","160.054993","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BSA","Bender Qassim International Airport","Bosaso","Somalia","11.275235","49.139231","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"HGA","Egal International Airport","Hargeisa","Somalia","9.514082","44.083469","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MGQ","Aden Adde International Airport","Mogadishu","Somalia","2.01444","45.304699","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BFN","Bram Fischer International Airport","Bloemfontein","South Africa","-29.092699","26.302401","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"DUR","King Shaka International Airport","Durban","South Africa","-29.6144444444","31.1197222222","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ELS","King Phalo Airport","East London","South Africa","-33.035599","27.825899","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"GRJ","George Airport","George","South Africa","-34.0056","22.378902","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PLZ","Chief Dawid Stuurman International Airport","Gqeberha (Port Elizabeth)","South Africa","-33.989715","25.617353","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"HLA","Lanseria International Airport","Johannesburg","South Africa","-25.938964","27.926642","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"KIM","Kimberley Airport","Kimberley","South Africa","-28.805401","24.764872","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MQP","Kruger Mpumalanga International Airport","Mbombela","South Africa","-25.383327","31.105325","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PTG","Polokwane International Airport","Polokwane","South Africa","-23.845269","29.458615","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CJJ","Cheongju International Airport/Cheongju Air Base (K-59/G-513)","Cheongju","South Korea","36.71556","127.500289","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"YNY","Yangyang International Airport","Gonghang-ro","South Korea","38.060481","128.669822","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MWX","Muan International Airport","Muan (Piseo-ri)","South Korea","34.991406","126.382814","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"JUB","Juba International Airport","Juba","South Sudan","4.87201","31.601101","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ALC","Alicante-Elche Miguel Hernández Airport","Alicante","Spain","38.2822","-0.558156","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BIO","Bilbao Airport","Bilbao","Spain","43.301102","-2.91061","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"RMU","Region of Murcia International Airport","Corvera","Spain","37.802852","-1.124884","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"FUE","Fuerteventura Airport","El Matorral","Spain","28.4527","-13.8638","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"GRO","Girona-Costa Brava Airport","Girona","Spain","41.904639","2.761774","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LPA","Gran Canaria Airport","Gran Canaria Island","Spain","27.9319","-15.3866","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"IBZ","Ibiza Airport","Ibiza (Eivissa)","Spain","38.872898","1.37312","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MAH","Menorca Airport","Mahón (Maó)","Spain","39.862598","4.21865","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"AGP","Málaga-Costa del Sol Airport","Málaga","Spain","36.6749","-4.49911","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PMI","Palma de Mallorca Airport","Palma de Mallorca","Spain","39.551701","2.73881","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"OVD","Asturias Airport","Ranón","Spain","43.563599","-6.03462","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"REU","Reus Airport","Reus","Spain","41.147509","1.168354","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ACE","César Manrique-Lanzarote Airport","San Bartolomé","Spain","28.945499","-13.6052","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SCQ","Santiago-Rosalía de Castro Airport","Santiago de Compostela","Spain","42.896301","-8.41514","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SVQ","Seville Airport","Seville","Spain","37.417999","-5.89311","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TFN","Tenerife Norte-Ciudad de La Laguna Airport","Tenerife","Spain","28.482752","-16.341707","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TFS","Tenerife Sur Airport","Tenerife","Spain","28.0445","-16.5725","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"VLC","Valencia Airport","Valencia","Spain","39.489162","-0.480961","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ZAZ","Zaragoza Airport","Zaragoza","Spain","41.666199","-1.04155","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CMB","Bandaranaike International Colombo Airport","Colombo","Sri Lanka","7.180759906768799","79.88410186767578","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"RML","Colombo Ratmalana International Airport","Colombo","Sri Lanka","6.821638","79.885859","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"JAF","Jaffna International Airport","Jaffna","Sri Lanka","9.79233","80.070099","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"HRI","Mattala Rajapaksa International Airport","Mattala","Sri Lanka","6.283878","81.124163","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"KRT","Khartoum International Airport","Khartoum","Sudan","15.5895","32.5532","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PZU","Port Sudan New International Airport","Port Sudan","Sudan","19.434558","37.234125","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PBM","Johan Adolf Pengel International Airport","Paramaribo","Suriname","5.45283","-55.187801","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"GOT","Göteborg Landvetter Airport","Göteborg","Sweden","57.6628","12.2798","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"KRN","Kiruna Airport","Kiruna","Sweden","67.821999","20.3368","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LPI","Linköping City Airport","Linköping","Sweden","58.404909","15.684499","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LLA","Luleå Airport","Luleå","Sweden","65.5438","22.122","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MMX","Malmö Sturup Airport","Malmö","Sweden","55.535564","13.376327","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SCR","Scandinavian Mountains Airport","Malung-Sälen","Sweden","61.16508","12.83352","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"NYO","Stockholm Skavsta Airport","Nyköping","Sweden","58.789656","16.911479","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"VST","Stockholm Västerås Airport","Stockholm / Västerås","Sweden","59.589401","16.6336","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"UME","Umeå Airport","Umeå","Sweden","63.791801","20.282801","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"VBY","Visby Airport","Visby","Sweden","57.6628","18.346201","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"GVA","Geneva International Airport","Geneva","Switzerland","46.238098","6.10895","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ALP","Aleppo International Airport","Aleppo","Syria","36.181262","37.226869","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"DAM","Damascus International Airport","Damascus","Syria","33.4114990234375","36.51559829711914","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TMS","São Tomé International Airport","São Tomé","São Tomé and Principe","0.378175","6.71215","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"HUN","Hualien Chiashan Airport","Hualien City","Taiwan","24.023163","121.617991","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MZG","Penghu Magong Airport","Huxi","Taiwan","23.568701","119.627998","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"KHH","Kaohsiung International Airport","Kaohsiung (Xiaogang)","Taiwan","22.577101","120.349998","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"RMQ","Taichung International Airport / Ching Chuang Kang Air Base","Taichung (Qingshui)","Taiwan","24.2647","120.621002","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TNN","Tainan International Airport / Tainan Air Base","Tainan (Rende)","Taiwan","22.950399","120.206001","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TSA","Taipei Songshan International Airport","Taipei (Songshan)","Taiwan","25.067244","121.552822","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"KQT","Bokhtar International Airport","Bokhtar","Tajikistan","37.866315","68.864475","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"DYU","Dushanbe International Airport","Dushanbe","Tajikistan","38.543746","68.822977","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LBD","Khujand International Airport","Khujand","Tajikistan","40.215401","69.694702","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TJU","Kulob International Airport","Kulob","Tajikistan","37.988098","69.805","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"JRO","Kilimanjaro International Airport","Arusha","Tanzania","-3.427049","37.07353","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"DAR","Julius Nyerere International Airport","Dar es Salaam","Tanzania","-6.873499","39.207288","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MWZ","Mwanza International Airport","Mwanza","Tanzania","-2.446563","32.936049","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ZNZ","Abeid Amani Karume International Airport","Zanzibar","Tanzania","-6.22202","39.224899","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CEI","Mae Fah Luang - Chiang Rai International Airport","Chiang Rai","Thailand","19.952299","99.882896","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"DIL","Presidente Nicolau Lobato International Airport","Dili","Timor-Leste","-8.546562","125.524507","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"OEC","Oecusse Route of the Sandalwood International Airport","Oecussi-Ambeno","Timor-Leste","-9.198419","124.337873","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LFW","Lomé–Tokoin International Airport","Lomé","Togo","6.16561","1.25451","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TBU","Fua'amotu International Airport","Nuku'alofa","Tonga","-21.241438","-175.149164","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"VAV","Vava'u International Airport","Vava'u Island","Tonga","-18.5853","-173.962006","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"POS","Piarco International Airport","Port of Spain","Trinidad and Tobago","10.59535","-61.337568","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TAB","A.N.R. Robinson International Airport","Scarborough","Trinidad and Tobago","11.149571","-60.831298","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"DJE","Djerba Zarzis International Airport","Mellita","Tunisia","33.873719","10.7773","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TUN","Tunis Carthage International Airport","Tunis","Tunisia","36.851002","10.2272","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ESB","Esenboğa International Airport","Ankara","Turkey","40.128101","32.995098","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"AYT","Antalya International Airport","Antalya","Turkey","36.898701","30.800501","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BJV","Milas Bodrum International Airport","Bodrum","Turkey","37.249314","27.66401","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"DLM","Dalaman International Airport","Dalaman","Turkey","36.7131","28.7925","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"EDO","Balıkesir Koca Seyit Airport","Edremit","Turkey","39.552533","27.010192","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"AOE","Hasan Polatkan Airport","Eskişehir","Turkey","39.811644","30.519268","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"GZT","Gaziantep Oğuzeli International Airport","Gaziantep","Turkey","36.947201","37.478699","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ADB","Adnan Menderes International Airport","Gaziemir","Turkey","38.2924","27.157","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ASR","Kayseri Erkilet International Airport","Kayseri","Turkey","38.770401","35.495399","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"KYA","Konya Airport","Konya","Turkey","37.979","32.561901","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"NAV","Nevşehir Kapadokya Airport","Nevşehir","Turkey","38.7719","34.5345","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"RZV","Rize–Artvin Airport","Rize","Turkey","41.179766","40.848802","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ADA","Adana Şakirpaşa Airport","Seyhan","Turkey","36.982201","35.280399","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"COV","Çukurova International Airport","Tarsus","Turkey","36.891478","35.071235","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"GNY","Şanlıurfa GAP Airport","Şanlıurfa","Turkey","37.445663","38.895592","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ASB","Ashgabat International Airport","Ashgabat","Turkmenistan","37.986801","58.361","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BKN","Balkanabat International Airport","Balkanabat","Turkmenistan","39.681052","54.206008","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
