"iata","name","city","country","latitude","longitude","source_type","scheduled_service","proposed_demand_index","proposed_airport_tax","review_note"
"HEA","Herat - Khwaja Abdullah Ansari International Airport","Guzara","Afghanistan","34.209999","62.228298","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"KBL","Kabul International Airport","Kabul","Afghanistan","34.565899","69.212303","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"KDH","Ahmad Shah Baba International Airport","Kandahar","Afghanistan","31.505769","65.847963","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MZR","Mazar-i-Sharif International Airport","Mazar-i-Sharif","Afghanistan","36.70412","67.210459","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TIA","Tirana International Airport Mother Teresa","Rinas","Albania","41.4147","19.7206","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ALG","Houari Boumediene Airport","Algiers","Algeria","36.693886","3.214531","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"AAE","Annaba Rabah Bitat Airport","Annaba","Algeria","36.826781","7.81334","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BLJ","Batna Mostefa Ben Boulaid Airport","Batna","Algeria","35.752102","6.30859","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BSK","Biskra - Mohamed Khider Airport","Biskra","Algeria","34.79318","5.738899","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BJA","Soummam–Abane Ramdane Airport","Béjaïa","Algeria","36.712547","5.069909","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CFK","Chlef Aboubakr Belkaid International Airport","Chlef","Algeria","36.216614","1.341114","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CZL","Mohamed Boudiaf International Airport","Constantine","Algeria","36.276001","6.62039","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"DJG","Tiska Djanet Airport","Djanet","Algeria","24.285448","9.463652","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ORN","Oran Es-Sénia (Ahmed Ben Bella) International Airport","Es-Sénia","Algeria","35.620648","-0.622486","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"GJL","Jijel Ferhat Abbas Airport","Tahir","Algeria","36.794125","5.873652","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TMR","Aguenar – Hadj Bey Akhamok Airport","Tamanrasset","Algeria","22.810992","5.450832","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TLM","Zenata – Messali El Hadj Airport","Zenata","Algeria","35.012732","-1.457117","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PPG","Pago Pago International Airport","Pago Pago","American Samoa","-14.331","-170.710007","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LAD","Quatro de Fevereiro International Airport","Luanda","Angola","-8.85837","13.2312","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"NBJ","Dr. Antonio Agostinho Neto International Airport","Luanda (Ícolo e Bengo)","Angola","-9.050734","13.499078","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ANU","V. C. Bird International Airport","Osbourn","Antigua and Barbuda","17.1367","-61.792702","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"AEP","Aeroparque Jorge Newbery","Buenos Aires","Argentina","-34.559419","-58.415536","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CRD","General Enrique Mosconi International Airport","Comodoro Rivadavia","Argentina","-45.786941","-67.463355","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"COR","Ingeniero Aeronáutico Ambrosio L.V. Taravella International Airport","Cordoba","Argentina","-31.312346","-64.208329","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"FTE","El Calafate - Commander Armando Tola International Airport","El Calafate","Argentina","-50.281997","-72.053949","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MDZ","Governor Francisco Gabrielli International Airport","Mendoza","Argentina","-32.831699","-68.7929","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"NQN","Presidente Perón International Airport","Neuquén","Argentina","-38.949001","-68.155701","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"RES","Resistencia International Airport","Resistencia","Argentina","-27.44991","-59.056125","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"RGL","Piloto Civil Norberto Fernández International Airport","Rio Gallegos","Argentina","-51.608791","-69.308948","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ROS","Rosario Islas Malvinas International Airport","Rosario","Argentina","-32.9036","-60.785","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SLA","Martín Miguel de Güemes International Airport","Salta","Argentina","-24.856001","-65.486198","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BRC","Teniente Luis Candelaria International Airport","San Carlos de Bariloche","Argentina","-41.151199","-71.157501","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TUC","Teniente Benjamín Matienzo International Airport","San Miguel de Tucumán","Argentina","-26.837397","-65.104195","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"JUJ","Gobernador Horacio Guzman International Airport","San Salvador de Jujuy","Argentina","-24.392799","-65.097801","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LWN","Shirak International Airport","Gyumri","Armenia","40.750401","43.859299","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"EVN","Zvartnots International Airport","Yerevan","Armenia","40.148941","44.397887","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"AUA","Queen Beatrix International Airport","Oranjestad","Aruba","12.501056","-70.014281","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BME","Broome International Airport","Broome","Australia","-17.949194","122.2283","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CNS","Cairns International Airport","Cairns","Australia","-16.878921","145.74948","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"DRW","Darwin International Airport / RAAF Darwin","Darwin","Australia","-12.41497","130.88185","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"AVV","Melbourne Avalon International Airport","Geelong/Melbourne","Australia","-38.040269","144.467196","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"OOL","Gold Coast Airport","Gold Coast","Australia","-28.165962","153.506641","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"HBA","Hobart International Airport","Hobart (Cambridge)","Australia","-42.837032","147.513022","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MCY","Sunshine Coast Airport","Maroochydore","Australia","-26.593324","153.08319","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PHE","Port Hedland International Airport","Port Hedland","Australia","-20.382787","118.629789","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"WSI","[Duplicate] Western Sydney International Airport","Sydney","Australia","-33.88806","150.71472","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"WTB","Toowoomba Wellcamp Airport","Toowoomba","Australia","-27.558332","151.793335","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"NTL","Newcastle Airport","Williamtown","Australia","-32.796114","151.835025","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"GRZ","Graz Airport","Feldkirchen bei Graz","Austria","46.9911","15.4396","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"INN","Innsbruck Airport","Innsbruck","Austria","47.260201","11.344","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"KLU","Klagenfurt Airport","Klagenfurt am Wörthersee","Austria","46.642502","14.3377","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LNZ","Linz-Hörsching Airport","Linz","Austria","48.235362","14.188128","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SZG","Salzburg Airport","Salzburg","Austria","47.793301","13.0043","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"GYD","Heydar Aliyev International Airport","Baku","Azerbaijan","40.47278","50.050931","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"GNJ","Ganja International Airport","Ganja","Azerbaijan","40.738692","46.320383","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"NAJ","Nakhchivan International Airport","Nakhchivan","Azerbaijan","39.188801","45.458401","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"FPO","Grand Bahama International Airport","Freeport","Bahamas","26.557996","-78.695583","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"NAS","Lynden Pindling International Airport","Nassau","Bahamas","25.039","-77.466202","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ZSA","San Salvador International Airport","San Salvador","Bahamas","24.063041","-74.523233","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CGP","Shah Amanat International Airport","Chattogram (Chittagong)","Bangladesh","22.249599","91.813301","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"DAC","Hazrat Shahjalal International Airport","Dhaka","Bangladesh","23.843347","90.397783","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ZYL","Osmany International Airport","Sylhet","Bangladesh","24.963071","91.866903","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BGI","Grantley Adams International Airport","Bridgetown","Barbados","13.074667","-59.491034","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BQT","Brest International Airport","Brest","Belarus","52.108138","23.89676","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MSQ","Minsk National Airport","Minsk","Belarus","53.888071","28.039964","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CRL","Brussels South Charleroi Airport","Charleroi","Belgium","50.461963","4.459562","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"OST","Ostend-Bruges International Airport","Oostende","Belgium","51.1998","2.874673","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BZE","Philip S. W. Goldson International Airport","Belize City","Belize","17.539951","-88.303556","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"COO","Cotonou Cadjehoun International Airport","Cotonou","Benin","6.35723","2.38435","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BDA","L.F. Wade International Airport","Hamilton","Bermuda","32.363802","-64.67824","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PBH","Paro International Airport","Paro","Bhutan","27.4032","89.424599","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CBB","Jorge Wilsterman International Airport","Cochabamba","Bolivia","-17.421105","-66.177102","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LPB","El Alto International Airport","La Paz / El Alto","Bolivia","-16.510272","-68.189416","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ORU","Juan Mendoza International Airport","Oruro","Bolivia","-17.956151","-67.075829","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"UYU","Joya Andina International Airport","Quijarro","Bolivia","-20.441304","-66.857553","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"VVI","Viru Viru International Airport","Santa Cruz","Bolivia","-17.6448","-63.135399","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SRE","Alcantarí International Airport","Sucre","Bolivia","-19.246835","-65.149611","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TZL","Tuzla International Airport","Dubrave Gornje","Bosnia and Herzegovina","44.459858","18.723627","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BNX","Banja Luka International Airport","Mahovljani","Bosnia and Herzegovina","44.941399","17.297501","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"OMO","Mostar International Airport","Mostar","Bosnia and Herzegovina","43.282489","17.846101","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SJJ","Sarajevo International Airport","Sarajevo","Bosnia and Herzegovina","43.8246","18.331499","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"FRW","Phillip Gaonwe Matante International Airport","Francistown","Botswana","-21.159183","27.468826","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"GBE","Sir Seretse Khama International Airport","Gaborone","Botswana","-24.555201","25.9182","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BBK","Kasane International Airport","Kasane","Botswana","-17.831653","25.166195","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MUB","Maun International Airport","Maun","Botswana","-19.970491","23.431409","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CNF","Tancredo Neves International Airport","Belo Horizonte","Brazil","-19.63571","-43.966928","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BEL","Val de Cans/Júlio Cezar Ribeiro International Airport","Belém","Brazil","-1.379279","-48.476207","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BVB","Atlas Brasil Cantanhede International Airport","Boa Vista","Brazil","2.84615","-60.690648","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BSB","Presidente Juscelino Kubitschek International Airport","Brasília","Brazil","-15.869167","-47.920834","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"VCP","Viracopos International Airport","Campinas","Brazil","-23.007404","-47.134502","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CGB","Várzea Grande–Marechal Rondon International Airport","Cuiabá","Brazil","-15.6529","-56.116699","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CWB","Curitiba-Afonso Pena International Airport","Curitiba","Brazil","-25.5285","-49.1758","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"FLN","Hercílio Luz International Airport","Florianópolis","Brazil","-27.670279","-48.552502","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"FOR","Pinto Martins International Airport","Fortaleza","Brazil","-3.775833","-38.532222","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"IGU","Cataratas International Airport","Foz do Iguaçu","Brazil","-25.594167","-54.489444","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"GYN","Santa Genoveva International Airport","Goiânia","Brazil","-16.632","-49.220699","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"JPA","Presidente Castro Pinto International Airport","João Pessoa","Brazil","-7.148691","-34.950554","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MCZ","Zumbi dos Palmares International Airport","Maceió","Brazil","-9.512559","-35.791839","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MAO","Eduardo Gomes International Airport","Manaus","Brazil","-3.03861","-60.049702","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"NAT","Rio Grande do Norte/São Gonçalo do Amarante–Governador Aluízio Alves International Airport","Natal","Brazil","-5.769822","-35.36661","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"NVT","Ministro Victor Konder International Airport","Navegantes","Brazil","-26.879431","-48.650979","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"POA","Porto Alegre-Salgado Filho International Airport","Porto Alegre","Brazil","-29.993984","-51.167482","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BPS","Porto Seguro International Airport","Porto Seguro","Brazil","-16.438426","-39.080584","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PVH","Governador Jorge Teixeira de Oliveira International Airport","Porto Velho","Brazil","-8.708491","-63.902338","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"REC","Recife/Guararapes - Gilberto Freyre International Airport","Recife","Brazil","-8.12747","-34.922961","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"RBR","Rio Branco-Plácido de Castro International Airport","Rio Branco","Brazil","-9.869031","-67.893984","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SDU","Santos Dumont Airport","Rio de Janeiro","Brazil","-22.910397","-43.16282","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SSA","Deputado Luiz Eduardo Magalhães International Airport","Salvador","Brazil","-12.908611","-38.322498","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SLZ","Marechal Cunha Machado International Airport","São Luís","Brazil","-2.586386","-44.235008","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CGH","Congonhas–Deputado Freitas Nobre Airport","São Paulo","Brazil","-23.627657","-46.654601","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"VIX","Eurico de Aguiar Salles International Airport","Vitória","Brazil","-20.258","-40.285","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"EIS","Terrance B. Lettsome International Airport","Beef Island","British Virgin Islands","18.445492","-64.541707","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BOJ","Burgas Airport","Burgas","Bulgaria","42.569917","27.515173","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PDV","Plovdiv International Airport","Plovdiv","Bulgaria","42.067799","24.8508","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SOF","Sofia Airport","Sofia","Bulgaria","42.696357","23.417671","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"VAR","Varna Airport","Varna","Bulgaria","43.232101","27.8251","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BOY","Bobo Dioulasso Airport","Bobo Dioulasso","Burkina Faso","11.1601","-4.33097","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"OUA","Ouagadougou Thomas Sankara International Airport","Ouagadougou","Burkina Faso","12.3532","-1.51242","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BJM","Bujumbura Melchior Ndadaye International Airport","Bujumbura","Burundi","-3.32402","29.318501","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"KTI","Techo International Airport","Phnom Penh (Boeng Khyang)","Cambodia","11.359987","104.921272","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SAI","Siem Reap-Angkor International Airport","Siem Reap","Cambodia","13.36974","104.223831","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"DSY","Dara Sakor International Airport","Ta Noun","Cambodia","10.914244","103.226652","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"DLA","Douala International Airport","Douala","Cameroon","4.00608","9.71948","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"GOU","Garoua International Airport","Garoua","Cameroon","9.334785","13.372129","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"NSI","Yaoundé Nsimalen International Airport","Yaoundé","Cameroon","3.72256","11.5533","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"YYC","Calgary International Airport","Calgary","Canada","51.118822","-114.009933","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"YEG","Edmonton International Airport","Edmonton","Canada","53.3097","-113.580002","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"YHZ","Halifax / Stanfield International Airport","Halifax","Canada","44.8807983398","-63.5085983276","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"YLW","Kelowna International Airport","Kelowna","Canada","49.9561","-119.377998","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"YOW","Ottawa Macdonald-Cartier International Airport","Ottawa","Canada","45.322498","-75.669197","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"YQB","Quebec Jean Lesage International Airport","Quebec","Canada","46.7911","-71.393303","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"YXE","Saskatoon John G. Diefenbaker International Airport","Saskatoon","Canada","52.170723","-106.700793","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"YYT","St. John's International Airport","St. John's","Canada","47.618599","-52.7519","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"YYJ","Victoria International Airport","Victoria","Canada","48.647201","-123.427792","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"YWG","Winnipeg / James Armstrong Richardson International Airport","Winnipeg","Canada","49.909999847399995","-97.2398986816","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SID","Amílcar Cabral International Airport","Espargos","Cape Verde","16.7414","-22.9494","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"RAI","Nelson Mandela International Airport","Praia","Cape Verde","14.941126","-23.484728","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BVC","Aristides Pereira International Airport","Rabil","Cape Verde","16.136499","-22.888901","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"VXE","Cesaria Evora International Airport","São Pedro","Cape Verde","16.833363","-25.055308","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BON","Flamingo International Airport","Kralendijk","Caribbean Netherlands","12.131","-68.268501","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"GCM","Owen Roberts International Airport","George Town","Cayman Islands","19.292801","-81.357697","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BGF","Bangui M'Poko International Airport","Bangui","Central African Republic","4.39848","18.518801","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
